RAP,GID,Tissue,Organ,Gene.ID,References
Os01g0232800,LOC_Os01g13200,leaf epidermis,Leaf,Os01g0232800,PCMDB
Os01g0233000,LOC_Os01g13210,"leaf epidermis,leaf mesophyll",Leaf,OsDREPP1,PCMDB
Os01g0234900,LOC_Os01g13370,mestome sheath,Leaf,OsRFPHC-14,PCMDB
Os01g0235100,LOC_Os01g13390,"leaf mesophyll,Mesophyll precursor",Leaf,Os01g0235100,PCMDB
Os01g0235300,LOC_Os01g13420,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0235300,PCMDB
Os01g0238200,LOC_Os01g13660,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,Os01g0238200,PCMDB
Os01g0238500,LOC_Os01g13690,leaf mesophyll,Leaf,Os01g0238500,PCMDB
Os01g0238600,LOC_Os01g13700,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0238600,PCMDB
Os01g0238900,LOC_Os01g13730,leaf mesophyll,Leaf,OsWD40-11,PCMDB
Os01g0239000,LOC_Os01g13740,"leaf mesophyll,Mesophyll precursor",Leaf,GLK2,PCMDB
Os01g0239200,LOC_Os01g13770,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,OsTPT1,PCMDB
Os01g0241000,LOC_Os01g13930,leaf mesophyll,Leaf,Os01g0241000,PCMDB
Os01g0241400,LOC_Os01g13950,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGRX3,PCMDB
Os01g0242300,LOC_Os01g14020,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os01g0242300,PCMDB
Os01g0242500,LOC_Os01g14040,leaf mesophyll,Leaf,Os01g0242500,PCMDB
Os01g0242900,LOC_Os01g14070,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,B1066G12.20-1,PCMDB
Os01g0243000,LOC_Os01g14080,"leaf epidermis,leaf mesophyll",Leaf,Os01g0243000,PCMDB
Os01g0244400,LOC_Os01g14220,leaf mesophyll,Leaf,Os01g0244400,PCMDB
Os01g0246100,LOC_Os01g14370,leaf mesophyll,Leaf,OsHAC701,PCMDB
Os01g0246500,LOC_Os01g14420,leaf mesophyll,Leaf,Os01g0246500,PCMDB
Os01g0246700,LOC_Os01g14440,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsWRKY1,PCMDB
Os01g0247500,LOC_Os01g14510,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsRLCK27,PCMDB
Os01g0247600,LOC_Os01g14514,"leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,Os01g0247600,PCMDB
Os01g0249200,LOC_Os01g14670,"leaf mesophyll,leaf epidermis,mestome sheath,leaf procambium,Xylem",Leaf,OsGLP1-1,PCMDB
Os01g0249300,LOC_Os01g14690,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,P0434D08.2-1,PCMDB
Os01g0250600,LOC_Os01g14790,"leaf epidermis,leaf mesophyll",Leaf,Os01g0250600,PCMDB
Os01g0250900,LOC_Os01g14810,leaf mesophyll,Leaf,Os01g0250900,PCMDB
Os01g0251400,LOC_Os01g14850,"leaf epidermis,mestome sheath,leaf procambium",Leaf,Os01g0251400,PCMDB
Os01g0252100,LOC_Os01g14860,leaf mesophyll,Leaf,OsSKgamma,PCMDB
Os01g0252300,LOC_Os01g14880,mestome sheath,Leaf,Os01g0252300,PCMDB
Os01g0253300,LOC_Os01g14950,leaf mesophyll,Leaf,rImpa1a,PCMDB
Os01g0253600,LOC_Os01g14980,"leaf epidermis,leaf mesophyll",Leaf,OsRPA14,PCMDB
Os01g0253900,LOC_Os01g15000,"leaf epidermis,leaf mesophyll",Leaf,P0705D01.7-1,PCMDB
Os01g0254000,LOC_Os01g15010,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsARL1d,PCMDB
Os01g0254100,LOC_Os01g15020,"leaf mesophyll,leaf procambium",Leaf,OsWD40-12,PCMDB
Os01g0254900,LOC_Os01g15110,leaf epidermis,Leaf,Os01g0254900,PCMDB
Os01g0255000,LOC_Os01g15120,leaf mesophyll,Leaf,Os01g0255000,PCMDB
Os01g0256400,LOC_Os01g15260,"leaf epidermis,mestome sheath",Leaf,Os01g0256400,PCMDB
Os01g0256500,LOC_Os01g15270,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0256500,PCMDB
Os01g0256600,LOC_Os01g15290,"leaf epidermis,leaf mesophyll",Leaf,Os01g0256600,PCMDB
Os01g0257100,LOC_Os01g15320,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,OsRALF-5,PCMDB
Os01g0257400,LOC_Os01g15350,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsC3H5,PCMDB
Os01g0258600,LOC_Os01g15448,leaf mesophyll,Leaf,DPL1,PCMDB
Os01g0259200,LOC_Os01g15470,"leaf mesophyll,mestome sheath",Leaf,OsRLCK28,PCMDB
Os01g0260700,LOC_Os01g15600,leaf epidermis,Leaf,Os01g0260700,PCMDB
Os01g0260800,LOC_Os01g15610,leaf procambium,Leaf,Os01g0260800,PCMDB
Os01g0261100,LOC_Os01g15630,mestome sheath,Leaf,OsRFP,PCMDB
Os01g0261200,LOC_Os01g15640,leaf mesophyll,Leaf,OsNAC8,PCMDB
Os01g0262500,LOC_Os01g15770,"leaf epidermis,mestome sheath",Leaf,Os01g0262500,PCMDB
Os01g0263300,LOC_Os01g15830,"leaf epidermis,mestome sheath,leaf procambium",Leaf,atp6,PCMDB
Os01g0264000,LOC_Os01g15900,"leaf mesophyll,mestome sheath",Leaf,RDD1,PCMDB
Os01g0264400,LOC_Os01g15970,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0264400,PCMDB
Os01g0264500,LOC_Os01g15979,"leaf mesophyll,leaf procambium",Leaf,Os01g0264500,PCMDB
Os01g0264900,LOC_Os01g16010,leaf epidermis,Leaf,Os01g0264900,PCMDB
Os01g0265100,LOC_Os01g16030,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,OsARFA1e,PCMDB
Os01g0265900,LOC_Os01g16100,leaf mesophyll,Leaf,Os01g0265900,PCMDB
Os01g0266100,LOC_Os01g16120,leaf mesophyll,Leaf,Os01g0266100,PCMDB
Os01g0266400,LOC_Os01g16140,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0266400,PCMDB
Os01g0266500,LOC_Os01g16146,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0266500,PCMDB
Os01g0266600,LOC_Os01g16152,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsPrxII,PCMDB
Os01g0266800,LOC_Os01g16170,"mestome sheath,leaf procambium",Leaf,Os01g0266800,PCMDB
Os01g0267200,LOC_Os01g16190,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRpn11,PCMDB
Os01g0267400,LOC_Os01g16210,"leaf epidermis,leaf mesophyll",Leaf,Os01g0267400,PCMDB
Os01g0267600,LOC_Os01g16220,leaf mesophyll,Leaf,Os01g0267600,PCMDB
Os01g0267900,LOC_Os01g16240,"leaf epidermis,leaf mesophyll",Leaf,OsCam1-3,PCMDB
Os01g0268600,LOC_Os01g16310,leaf procambium,Leaf,Os01g0268600,PCMDB
Os01g0269000,LOC_Os01g16350,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0269000,PCMDB
Os01g0270100,LOC_Os01g16430,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os01g0270100,PCMDB
Os01g0270300,LOC_Os01g16450,"leaf mesophyll,Mesophyll precursor",Leaf,prx4,PCMDB
Os01g0271000,LOC_Os01g16510,leaf mesophyll,Leaf,Os01g0271000,PCMDB
Os01g0271400,LOC_Os01g16530,leaf mesophyll,Leaf,OsClpR4,PCMDB
Os01g0271500,LOC_Os01g16540,leaf mesophyll,Leaf,Os01g0271500,PCMDB
Os01g0271700,LOC_Os01g16550,"leaf epidermis,leaf mesophyll",Leaf,Os01g0271700,PCMDB
Os01g0273000,LOC_Os01g16640,"leaf mesophyll,mestome sheath",Leaf,DSS1/SEM1,PCMDB
Os01g0273100,LOC_Os01g16650,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsUBC27,PCMDB
Os01g0273300,LOC_Os01g16670,leaf mesophyll,Leaf,Os01g0273300,PCMDB
Os01g0276000,LOC_Os01g16890,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,RPL30,PCMDB
Os01g0276100,LOC_Os01g16900,"leaf epidermis,leaf mesophyll",Leaf,OsIDHa,PCMDB
Os01g0276400,LOC_Os01g16930,leaf mesophyll,Leaf,Os01g0276400,PCMDB
Os01g0276500,LOC_Os01g16940,leaf mesophyll,Leaf,Os01g0276500,PCMDB
Os01g0276700,LOC_Os01g16960,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0276700,PCMDB
Os01g0276800,LOC_Os01g16970,leaf mesophyll,Leaf,Gas2,PCMDB
Os01g0277600,LOC_Os01g17010,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,osALA2,PCMDB
Os01g0277700,LOC_Os01g17020,"leaf epidermis,leaf mesophyll",Leaf,Os01g0277700,PCMDB
Os01g0278000,LOC_Os01g17050,leaf mesophyll,Leaf,OsVQ1,PCMDB
Os01g0278900,LOC_Os01g17150,"leaf mesophyll,leaf epidermis,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,Os01g0278900,PCMDB
Os01g0279100,LOC_Os01g17170,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,OsCRD1,PCMDB
Os01g0279300,LOC_Os01g17190,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsCaM3,PCMDB
Os01g0279700,LOC_Os01g17240,"leaf mesophyll,leaf procambium",Leaf,OsPT21,PCMDB
Os01g0280500,LOC_Os01g17330,"mestome sheath,leaf procambium",Leaf,EIF6,PCMDB
Os01g0281000,LOC_Os01g17390,leaf epidermis,Leaf,OsFbox006,PCMDB
Os01g0281100,LOC_Os01g17396,leaf mesophyll,Leaf,Os01g0281100,PCMDB
Os01g0281600,LOC_Os01g17470,leaf mesophyll,Leaf,OsENODL4,PCMDB
Os01g0282800,LOC_Os01g18050,"leaf epidermis,leaf mesophyll,mestome sheath,Xylem",Leaf,OsTUB1,PCMDB
Os01g0283100,LOC_Os01g18070,"leaf epidermis,leaf mesophyll",Leaf,Os01g0283100,PCMDB
Os01g0283300,LOC_Os01g18080,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Xylem",Leaf,OSJNBa0004B13.11,PCMDB
Os01g0283500,LOC_Os01g18100,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,OsRhmbd3,PCMDB
Os01g0283700,LOC_Os01g18120,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsCCR5,PCMDB
Os01g0284500,LOC_Os01g18170,leaf epidermis,Leaf,GER4,PCMDB
Os01g0284700,LOC_Os01g18210,leaf mesophyll,Leaf,OsCYP20-3,PCMDB
Os01g0286600,LOC_Os01g18320,"leaf mesophyll,leaf procambium,Mesophyll precursor",Leaf,PPX,PCMDB
Os01g0289100,LOC_Os01g18530,"leaf mesophyll,leaf initial cell",Leaf,Os01g0289100,PCMDB
Os01g0289100,LOC_Os01g18530,"leaf mesophyll,leaf initial cell",Leaf,Os01g0289100,PCMDB
Os01g0289100,LOC_Os01g18530,"leaf mesophyll,Phloem",Leaf,Os01g0289100,PCMDB
Os01g0289100,LOC_Os01g18530,"leaf mesophyll,Phloem",Leaf,Os01g0289100,PCMDB
Os01g0290700,LOC_Os01g18670,"leaf mesophyll,Leaf preprocambium",Leaf,OsABCB1,PCMDB
Os01g0292200,LOC_Os01g18800,leaf procambium,Leaf,OsCIPK01,PCMDB
Os01g0294700,LOC_Os01g19020,"leaf epidermis,leaf mesophyll,leaf procambium,Xylem",Leaf,OsPOD,PCMDB
Os01g0295700,LOC_Os01g19130,leaf mesophyll,Leaf,OsPP2C02,PCMDB
Os01g0296700,LOC_Os01g19220,leaf mesophyll,Leaf,Os01g0296700,PCMDB
Os01g0298400,LOC_Os01g19330,"leaf mesophyll,mestome sheath",Leaf,Os01g0298400,PCMDB
Os01g0299400,LOC_Os01g19400,"leaf epidermis,leaf mesophyll",Leaf,Os01g0299400,PCMDB
Os01g0300200,LOC_Os01g19450,"leaf epidermis,mestome sheath",Leaf,ACLB-1,PCMDB
Os01g0301900,LOC_Os01g19610,vascular leaf,Leaf,Os01g0301900,PCMDB
Os01g0303000,LOC_Os01g19740,"leaf epidermis,leaf mesophyll",Leaf,P0035H10.18,PCMDB
Os01g0303600,LOC_Os01g19800,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRFPV-1,PCMDB
Os01g0303800,LOC_Os01g19820,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0303800,PCMDB
Os01g0304000,LOC_Os01g19840,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0304000,PCMDB
Os01g0305200,LOC_Os01g19940,leaf mesophyll,Leaf,Os01g0305200,PCMDB
Os01g0306400,LOC_Os01g20030,"leaf mesophyll,Mesophyll precursor",Leaf,OsDOG1L-1,PCMDB
Os01g0306800,LOC_Os01g20110,leaf mesophyll,Leaf,P0552C05.41-2,PCMDB
Os01g0308600,LOC_Os01g20730,leaf epidermis,Leaf,Os01g0308600,PCMDB
Os01g0309100,LOC_Os01g20780,leaf mesophyll,Leaf,Os01g0309100,PCMDB
Os01g0311400,LOC_Os01g20930,mestome sheath,Leaf,Os01g0311400,PCMDB
Os01g0311800,LOC_Os01g20980,"leaf mesophyll,mestome sheath",Leaf,OsPME2,PCMDB
Os01g0312500,LOC_Os01g21034,"leaf mesophyll,Mesophyll precursor",Leaf,OsPME3,PCMDB
Os01g0313300,LOC_Os01g21120,leaf epidermis,Leaf,OsERF#068,PCMDB
Os01g0314100,LOC_Os01g21160,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0314100,PCMDB
Os01g0314300,LOC_Os01g21180,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0314300,PCMDB
Os01g0314800,LOC_Os01g21250,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsLEA9,PCMDB
Os01g0315700,LOC_Os01g21310,"leaf epidermis,mestome sheath",Leaf,Os01g0315700,PCMDB
Os01g0316800,LOC_Os01g21440,"leaf epidermis,leaf mesophyll",Leaf,Os01g0316800,PCMDB
Os01g0317800,LOC_Os01g21560,"leaf epidermis,leaf mesophyll",Leaf,Os01g0317800,PCMDB
Os01g0318400,LOC_Os01g21590,leaf mesophyll,Leaf,Os01g0318400,PCMDB
Os01g0321800,LOC_Os01g21860,leaf mesophyll,Leaf,Os01g0321800,PCMDB
Os01g0323000,LOC_Os01g21960,"leaf epidermis,mestome sheath,Xylem",Leaf,Os01g0323000,PCMDB
Os01g0323600,LOC_Os01g22010,"leaf mesophyll,leaf procambium,leaf initial cell",Leaf,OsSAM2,PCMDB
Os01g0324400,LOC_Os01g22090,"leaf mesophyll,leaf procambium",Leaf,OSJNBa0011P19.20-2,PCMDB
Os01g0326000,LOC_Os01g22230,"leaf mesophyll,leaf procambium",Leaf,prx12,PCMDB
Os01g0326100,LOC_Os01g22249,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,RP-2,PCMDB
Os01g0326300,LOC_Os01g22249,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0326300,PCMDB
Os01g0327100,LOC_Os01g22352,leaf epidermis,Leaf,prx15,PCMDB
Os01g0327400,LOC_Os01g22370,"leaf epidermis,leaf mesophyll",Leaf,prx16,PCMDB
Os01g0328400,LOC_Os01g22490,"leaf epidermis,leaf mesophyll",Leaf,RPS27a,PCMDB
Os01g0328500,LOC_Os01g22500,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0328500,PCMDB
Os01g0328600,LOC_Os01g22510,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0328600,PCMDB
Os01g0328700,LOC_Os01g22520,"leaf epidermis,leaf mesophyll",Leaf,Os01g0328700,PCMDB
Os01g0329800,LOC_Os01g22630,mestome sheath,Leaf,IAI1,PCMDB
Os01g0330100,LOC_Os01g22660,leaf mesophyll,Leaf,OsGELP15,PCMDB
Os01g0331900,LOC_Os01g22870,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0331900,PCMDB
Os01g0332100,LOC_Os01g22900,"leaf mesophyll,leaf procambium",Leaf,OsNIN2,PCMDB
Os01g0332800,LOC_Os01g22980,vascular leaf,Leaf,OsSCP3,PCMDB
Os01g0332900,LOC_Os01g22990,"leaf epidermis,leaf mesophyll,mestome sheath,leaf initial cell",Leaf,Os01g0332900,PCMDB
Os01g0337600,LOC_Os01g23590,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0337600,PCMDB
Os01g0338200,LOC_Os01g23640,leaf mesophyll,Leaf,Os01g0338200,PCMDB
Os01g0342900,LOC_Os01g24030,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0342900,PCMDB
Os01g0343300,LOC_Os01g24070,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsGATA8,PCMDB
Os01g0346700,LOC_Os01g24440,leaf mesophyll,Leaf,Os01g0346700,PCMDB
Os01g0347100,LOC_Os01g24480,mestome sheath,Leaf,Os01g0347100,PCMDB
Os01g0348600,LOC_Os01g24680,leaf epidermis,Leaf,Os01g0348600,PCMDB
Os01g0348700,LOC_Os01g24690,"leaf epidermis,leaf mesophyll",Leaf,OsRPL23A,PCMDB
Os01g0348900,LOC_Os01g24710,leaf mesophyll,Leaf,OsJRL,PCMDB
Os01g0349600,LOC_Os01g24764,leaf mesophyll,Leaf,Os01g0349600,PCMDB
Os01g0352100,LOC_Os01g25010,flag leaf,Leaf,Os01g0352100,PCMDB
Os01g0355500,LOC_Os01g25320,leaf mesophyll,Leaf,OsDjC5,PCMDB
Os01g0357100,LOC_Os01g25484,leaf procambium,Leaf,NiR,PCMDB
Os01g0357900,LOC_Os01g25540,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRALF-4,PCMDB
Os01g0358100,LOC_Os01g25560,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsRALF-6,PCMDB
Os01g0358400,LOC_Os01g25610,"leaf epidermis,leaf mesophyll",Leaf,Os01g0358400,PCMDB
Os01g0360600,LOC_Os01g25880,leaf epidermis,Leaf,Os01g0360600,PCMDB
Os01g0362400,LOC_Os01g26070,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0362400,PCMDB
Os01g0363300,LOC_Os01g26120,"leaf mesophyll,leaf procambium",Leaf,Os01g0363300,PCMDB
Os01g0364800,LOC_Os01g26270,leaf sheath,Leaf,OsWAK7/8,PCMDB
Os01g0367100,LOC_Os01g26920,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,PHD1,PCMDB
Os01g0367300,LOC_Os01g26940,leaf procambium,Leaf,Os01g0367300,PCMDB
Os01g0367400,LOC_Os01g26970,"leaf mesophyll,leaf procambium",Leaf,B1329D01.9-1,PCMDB
Os01g0367700,LOC_Os01g27020,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Orysa,PCMDB
Os01g0368900,LOC_Os01g27140,"mestome sheath,leaf procambium,vascular leaf",Leaf,OsGRX4,PCMDB
Os01g0369000,LOC_Os01g27150,mestome sheath,Leaf,OsCUL1-1,PCMDB
Os01g0369700,LOC_Os01g27210,"leaf mesophyll,leaf procambium",Leaf,OsGSTF5,PCMDB
Os01g0369900,LOC_Os01g27230,mestome sheath,Leaf,OsOPR10,PCMDB
Os01g0373400,LOC_Os01g27590,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0373400,PCMDB
Os01g0375200,LOC_Os01g27750,leaf mesophyll,Leaf,DHQDT/SDH,PCMDB
Os01g0377700,LOC_Os01g27990,leaf mesophyll,Leaf,Os01g0377700,PCMDB
Os01g0383700,LOC_Os01g28680,"leaf mesophyll,leaf procambium",Leaf,OsWD40-14,PCMDB
Os01g0384800,LOC_Os01g28790,leaf mesophyll,Leaf,Os01g0384800,PCMDB
Os01g0386500,LOC_Os01g28970,leaf mesophyll,Leaf,OsRNAG,PCMDB
Os01g0389200,LOC_Os01g29280,mestome sheath,Leaf,Os01g0389200,PCMDB
Os01g0390900,LOC_Os01g29469,mestome sheath,Leaf,OsDsPTP1,PCMDB
Os01g0392600,LOC_Os01g29804,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os01g0392600,PCMDB
Os01g0444100,LOC_Os01g31050,leaf,Leaf,Os01g0444100,PCMDB
Os01g0496900,LOC_Os01g31220,leaf mesophyll,Leaf,Os01g0496900,PCMDB
Os01g0498200,LOC_Os01g31360,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0498200,PCMDB
Os01g0498300,LOC_Os01g31370,leaf mesophyll,Leaf,Os01g0498300,PCMDB
Os01g0500500,LOC_Os01g31580,mestome sheath,Leaf,Os01g0500500,PCMDB
Os01g0501700,LOC_Os01g31680,leaf mesophyll,Leaf,OsTATC,PCMDB
Os01g0501800,LOC_Os01g31690,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,PsbO,PCMDB
Os01g0502700,LOC_Os01g31800,"leaf mesophyll,leaf initial cell",Leaf,Os01g0502700,PCMDB
Os01g0504500,LOC_Os01g31980,mestome sheath,Leaf,Os01g0504500,PCMDB
Os01g0505400,LOC_Os01g32080,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0505400,PCMDB
Os01g0507300,LOC_Os01g32280,leaf procambium,Leaf,Os01g0507300,PCMDB
Os01g0507500,LOC_Os01g32300,"leaf epidermis,leaf mesophyll",Leaf,Os01g0507500,PCMDB
Os01g0507900,LOC_Os01g32350,leaf mesophyll,Leaf,OsClpP3,PCMDB
Os01g0508100,LOC_Os01g32380,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium,Mesophyll precursor",Leaf,RH3,PCMDB
Os01g0508500,LOC_Os01g32460,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,RH2,PCMDB
Os01g0510200,LOC_Os01g32670,"leaf mesophyll,mestome sheath",Leaf,Os01g0510200,PCMDB
Os01g0510600,LOC_Os01g32730,leaf mesophyll,Leaf,OsFLU1,PCMDB
Os01g0510800,LOC_Os01g32750,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,TAF6,PCMDB
Os01g0511100,LOC_Os01g32780,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0511100,PCMDB
Os01g0511200,LOC_Os01g32790,"leaf mesophyll,leaf procambium",Leaf,Os01g0511200,PCMDB
Os01g0511300,LOC_Os01g32800,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsRpn9a,PCMDB
Os01g0512100,LOC_Os01g32870,leaf procambium,Leaf,OsDjC7,PCMDB
Os01g0512700,LOC_Os01g32920,mestome sheath,Leaf,Os01g0512700,PCMDB
Os01g0513700,LOC_Os01g33020,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0504D03.30-1,PCMDB
Os01g0514000,LOC_Os01g33050,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,P0504D03.37-1,PCMDB
Os01g0514300,LOC_Os01g33060,"leaf epidermis,leaf procambium",Leaf,Os01g0514300,PCMDB
Os01g0516600,LOC_Os01g33204,"leaf epidermis,leaf mesophyll",Leaf,B1108H10.11-1,PCMDB
Os01g0526100,LOC_Os01g34190,leaf mesophyll,Leaf,Os01g0526100,PCMDB
Os01g0526200,LOC_Os01g34200,leaf mesophyll,Leaf,Os01g0526200,PCMDB
Os01g0527700,LOC_Os01g34390,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0527700,PCMDB
Os01g0528800,LOC_Os01g34480,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,CADL,PCMDB
Os01g0529800,LOC_Os01g34560,leaf epidermis,Leaf,P0702H08.4,PCMDB
Os01g0530400,LOC_Os01g34620,"leaf epidermis,leaf mesophyll",Leaf,OsGRX5,PCMDB
Os01g0531500,LOC_Os01g34700,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0531500,PCMDB
Os01g0532200,LOC_Os01g34780,leaf mesophyll,Leaf,Os01g0532200,PCMDB
Os01g0534800,LOC_Os01g35040,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,Os01g0534800,PCMDB
Os01g0534900,LOC_Os01g35050,leaf mesophyll,Leaf,OsOSCA1.1,PCMDB
Os01g0538000,LOC_Os01g35580,"leaf mesophyll,mestome sheath,leaf procambium",Leaf,B1166B08.10-1,PCMDB
Os01g0539400,LOC_Os01g35789,leaf mesophyll,Leaf,Os01g0539400,PCMDB
Os01g0541600,LOC_Os01g35990,"leaf epidermis,leaf mesophyll,mestome sheath",Leaf,Os01g0541600,PCMDB
Os01g0541800,LOC_Os01g36070,"leaf epidermis,leaf mesophyll,mestome sheath,leaf procambium",Leaf,OsSWEET2a,PCMDB
Os01g0543600,LOC_Os01g36294,"flag leaf,leaf",Leaf,Os01g0543600,PCMDB
Os01g0544200,LOC_Os01g36350,leaf sheath,Leaf,Os01g0544200,PCMDB
Os01g0545100,LOC_Os01g36460,"mestome sheath,Xylem",Leaf,OsMYB86-L1,PCMDB
Os01g0546800,LOC_Os01g36620,leaf epidermis,Leaf,OsPSE1,PCMDB
Os01g0548600,LOC_Os01g36790,"leaf mesophyll,leaf procambium,Leaf preprocambium",Leaf,Os01g0548600,PCMDB
Os01g0548750,LOC_Os01g36790,"leaf mesophyll,leaf procambium",Leaf,Os01g0548750,PCMDB
Os01g0549200,LOC_Os01g36840,mestome sheath,Leaf,Os01g0549200,PCMDB
Os01g0549400,LOC_Os01g36860,leaf procambium,Leaf,Os01g0549400,PCMDB
Os01g0549700,LOC_Os01g36890,leaf mesophyll,Leaf,AIP1,PCMDB
Os01g0550000,LOC_Os01g36920,leaf mesophyll,Leaf,AIP2,PCMDB
Os01g0550300,LOC_Os01g36950,leaf mesophyll,Leaf,B1156H12.27-2,PCMDB
Os01g0551000,LOC_Os01g37040,"mestome sheath,leaf procambium",Leaf,Os01g0551000,PCMDB
Os01g0551400,LOC_Os01g37090,"leaf epidermis,leaf mesophyll",Leaf,Os01g0551400,PCMDB
Os01g0555100,LOC_Os01g37460,vascular leaf,Leaf,SRZ3,PCMDB
Os01g0555300,LOC_Os01g37480,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0555300,PCMDB
Os01g0557100,LOC_Os01g37630,leaf epidermis,Leaf,Os01g0557100,PCMDB
Os01g0558100,LOC_Os01g37750,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,OsGSTU6,PCMDB
Os01g0558600,LOC_Os01g37800,leaf mesophyll,Leaf,OsRab1B2,PCMDB
Os01g0558700,LOC_Os01g37810,"leaf epidermis,leaf mesophyll,leaf procambium",Leaf,Os01g0558700,PCMDB
Os01g0559000,LOC_Os01g37832,leaf mesophyll,Leaf,B1144D11.37-1,PCMDB
Os01g0559100,LOC_Os01g37837,leaf procambium,Leaf,B1144D11.40-1,PCMDB
Os01g0559300,LOC_Os01g37850,leaf mesophyll,Leaf,Os01g0559300,PCMDB
